Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Core Competency,Score,Proficiency Level,Anchor Value,Core Competency ID
ANZSCO 4,3941,,Cabinetmakers,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 4,3941,,Cabinetmakers,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to advise on a project from a diverse range of perspectives.,103
ANZSCO 4,3941,,Cabinetmakers,Writing,4,Intermediate,Write a job history as part of a job application,104
ANZSCO 4,3941,,Cabinetmakers,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 4,3941,,Cabinetmakers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 4,3941,,Cabinetmakers,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,3941,,Cabinetmakers,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 4,3941,,Cabinetmakers,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 4,3941,,Cabinetmakers,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports,110
ANZSCO 4,3991,,Boat Builders and Shipwrights,Numeracy,8,High,Prepare a report that summarises a business’s current financial position and forecasts future earnings and income,101
ANZSCO 4,3991,,Boat Builders and Shipwrights,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef,105
ANZSCO 4,3991,,Boat Builders and Shipwrights,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,3991,,Boat Builders and Shipwrights,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory,102
ANZSCO 4,3991,,Boat Builders and Shipwrights,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 4,3991,,Boat Builders and Shipwrights,Writing,7,Intermediate,Write a detailed literature review,104
ANZSCO 4,3991,,Boat Builders and Shipwrights,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 4,3991,,Boat Builders and Shipwrights,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations,107
ANZSCO 4,3991,,Boat Builders and Shipwrights,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
ANZSCO 4,3991,,Boat Builders and Shipwrights,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 4,3994,,Jewellers,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events",109
ANZSCO 4,3994,,Jewellers,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house,110
ANZSCO 4,3994,,Jewellers,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 4,3994,,Jewellers,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)",102
ANZSCO 4,3994,,Jewellers,Teamwork,5,Intermediate,"Recognise and avoid inappropriate behaviours, such as use of discriminatory language, that undermine effective group interaction",103
ANZSCO 4,3994,,Jewellers,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 4,3994,,Jewellers,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 4,3994,,Jewellers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 4,3994,,Jewellers,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,3994,,Jewellers,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them,108
ANZSCO 4,3996,,Signwriters,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results,101
ANZSCO 4,3996,,Signwriters,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management,102
ANZSCO 4,3996,,Signwriters,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 4,3996,,Signwriters,Writing,4,Intermediate,Write a job history as part of a job application,104
ANZSCO 4,3996,,Signwriters,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual,105
ANZSCO 4,3996,,Signwriters,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently,106
ANZSCO 4,3996,,Signwriters,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,3996,,Signwriters,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill",108
ANZSCO 4,3996,,Signwriters,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline",109
ANZSCO 4,3996,,Signwriters,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports,110
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Teamwork,6,Intermediate,Initiate team problem solving sessions,103
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Writing,5,Intermediate,Prepare a standard operating procedures document,104
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Reading,6,Intermediate,Read a memo from management describing new personnel policies,105
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date",106
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document,107
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Oral communication,6,Intermediate,Give instructions to a lost driver,108
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change,109
ANZSCO 4,3999,,Other Miscellaneous Technicians and Trades Workers,Initiative and innovation,7,Intermediate,Coordinate sales campaigns,110
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey,101
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos",102
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships",103
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Writing,6,Intermediate,Write a memo to staff outlining new directives,104
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Reading,7,Intermediate,Read a book on leading and managing change in a diverse and evolving workplace.,105
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team,106
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques,107
ANZSCO 4,4111,,Ambulance Officers and Paramedics,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions,108
