Occupation Type,ANZSCO Code,Sub-Profile Code,ANZSCO Title,Technology Tool,Emerging/Trending,Technology Tool ID
NEC category occupation,249299,N04,Maths Tutor (Private Tuition),Software development and programming languages,,31064
NEC category occupation,249299,N04,Maths Tutor (Private Tuition),Sound and audio hardware,,31065
NEC category occupation,249299,N04,Maths Tutor (Private Tuition),Statistical and data analysis software,,31066
NEC category occupation,251999,N01,Genetic Counsellor,Business intelligence and decision support software,,31010
NEC category occupation,251999,N01,Genetic Counsellor,Patient management systems and electronic health records,,31052
NEC category occupation,251999,N01,Genetic Counsellor,Statistical and data analysis software,,31066
NEC category occupation,252299,N01,Dance Therapist,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,252299,N01,Dance Therapist,Music or sound editing software,,31047
NEC category occupation,252299,N01,Dance Therapist,Patient management systems and electronic health records,,31052
NEC category occupation,252299,N01,Dance Therapist,Sound and audio hardware,,31065
NEC category occupation,252299,N02,Drama Therapist,Business intelligence and decision support software,,31010
NEC category occupation,252299,N02,Drama Therapist,Document management and code versioning software,,31020
NEC category occupation,252299,N02,Drama Therapist,Graphics or photo imaging software,,31033
NEC category occupation,252299,N02,Drama Therapist,Project management software,,31056
NEC category occupation,252299,N02,Drama Therapist,Video creation and editing software,,31068
NEC category occupation,252299,N03,Music Therapist,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,252299,N03,Music Therapist,Music or sound editing software,,31047
NEC category occupation,252299,N03,Music Therapist,Patient management systems and electronic health records,,31052
NEC category occupation,252299,N03,Music Therapist,Sound and audio hardware,,31065
NEC category occupation,252299,N04,Play Therapist,Business intelligence and decision support software,,31010
NEC category occupation,252299,N04,Play Therapist,Document management and code versioning software,,31020
NEC category occupation,252299,N04,Play Therapist,Graphics or photo imaging software,,31033
NEC category occupation,252299,N04,Play Therapist,Project management software,,31056
NEC category occupation,252299,N04,Play Therapist,Video creation and editing software,,31068
NEC category occupation,253399,N01,Clinical Allergist,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N01,Clinical Allergist,Statistical and data analysis software,,31066
NEC category occupation,253399,N02,Clinical Geneticist,Application server software,,31004
NEC category occupation,253399,N02,Clinical Geneticist,Business intelligence and decision support software,,31010
NEC category occupation,253399,N02,Clinical Geneticist,Document management and code versioning software,,31020
NEC category occupation,253399,N02,Clinical Geneticist,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N02,Clinical Geneticist,Scientific instruments,,31062
NEC category occupation,253399,N02,Clinical Geneticist,Software development and programming languages,,31064
NEC category occupation,253399,N02,Clinical Geneticist,Statistical and data analysis software,,31066
NEC category occupation,253399,N03,Clinical Immunologist,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N03,Clinical Immunologist,Statistical and data analysis software,,31066
NEC category occupation,253399,N04,Clinical Pharmacologist,Accounting software,,31001
NEC category occupation,253399,N04,Clinical Pharmacologist,Business intelligence and decision support software,,31010
NEC category occupation,253399,N04,Clinical Pharmacologist,E-learning software,,31022
NEC category occupation,253399,N04,Clinical Pharmacologist,Inventory management software,,31039
NEC category occupation,253399,N04,Clinical Pharmacologist,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N04,Clinical Pharmacologist,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N04,Clinical Pharmacologist,Project management software,,31056
NEC category occupation,253399,N04,Clinical Pharmacologist,Statistical and data analysis software,,31066
NEC category occupation,253399,N05,Geriatrician,Accounting software,,31001
NEC category occupation,253399,N05,Geriatrician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N05,Geriatrician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N06,Infectious Diseases Physician,Accounting software,,31001
NEC category occupation,253399,N06,Infectious Diseases Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N06,Infectious Diseases Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N07,Occupational Medicine Physician,Accounting software,,31001
NEC category occupation,253399,N07,Occupational Medicine Physician,Business intelligence and decision support software,,31010
NEC category occupation,253399,N07,Occupational Medicine Physician,E-learning software,,31022
NEC category occupation,253399,N07,Occupational Medicine Physician,Graphics or photo imaging software,,31033
NEC category occupation,253399,N07,Occupational Medicine Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N07,Occupational Medicine Physician,Music or sound editing software,,31047
NEC category occupation,253399,N07,Occupational Medicine Physician,Optical character reader (OCR) or scanning software,,31051
NEC category occupation,253399,N07,Occupational Medicine Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N07,Occupational Medicine Physician,Voice recognition and response software,,31069
NEC category occupation,253399,N07,Occupational Medicine Physician,Web page creation and editing software,,31070
NEC category occupation,253399,N08,Palliative Medicine Physician,Accounting software,,31001
NEC category occupation,253399,N08,Palliative Medicine Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N08,Palliative Medicine Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N09,Public Health Physician,Business intelligence and decision support software,,31010
NEC category occupation,253399,N09,Public Health Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N09,Public Health Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N09,Public Health Physician,Software development and programming languages,,31064
NEC category occupation,253399,N09,Public Health Physician,Statistical and data analysis software,,31066
NEC category occupation,253399,N10,Rehabilitation Medicine Physician,Business intelligence and decision support software,,31010
NEC category occupation,253399,N10,Rehabilitation Medicine Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N10,Rehabilitation Medicine Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N10,Rehabilitation Medicine Physician,Statistical and data analysis software,,31066
NEC category occupation,253399,N11,Sexual Health Physician,Accounting software,,31001
NEC category occupation,253399,N11,Sexual Health Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N11,Sexual Health Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253399,N12,Sleep Medicine Physician,Business intelligence and decision support software,,31010
NEC category occupation,253399,N12,Sleep Medicine Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253399,N12,Sleep Medicine Physician,Medical treatment devices,,31046
NEC category occupation,253399,N12,Sleep Medicine Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253999,N01,Nuclear Medicine Physician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,253999,N01,Nuclear Medicine Physician,Medical image archival and storage systems,,31044
NEC category occupation,253999,N01,Nuclear Medicine Physician,Medical imaging apparatus,,31045
NEC category occupation,253999,N01,Nuclear Medicine Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253999,N01,Nuclear Medicine Physician,Radiation therapy equipment,,31058
NEC category occupation,253999,N02,Sports Physician,Medical imaging apparatus,,31045
NEC category occupation,253999,N02,Sports Physician,Patient management systems and electronic health records,,31052
NEC category occupation,253999,N02,Sports Physician,Statistical and data analysis software,,31066
NEC category occupation,254499,N01,Flight Nurse,Business intelligence and decision support software,,31010
NEC category occupation,254499,N01,Flight Nurse,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N01,Flight Nurse,Medical treatment devices,,31046
NEC category occupation,254499,N01,Flight Nurse,Patient management systems and electronic health records,,31052
NEC category occupation,254499,N01,Flight Nurse,Project management software,,31056
NEC category occupation,254499,N02,Immunisation Nurse,Business intelligence and decision support software,,31010
NEC category occupation,254499,N02,Immunisation Nurse,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N02,Immunisation Nurse,Medical treatment devices,,31046
NEC category occupation,254499,N02,Immunisation Nurse,Patient management systems and electronic health records,,31052
NEC category occupation,254499,N02,Immunisation Nurse,Project management software,,31056
NEC category occupation,254499,N03,Pathology Nurse,Business intelligence and decision support software,,31010
NEC category occupation,254499,N03,Pathology Nurse,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N03,Pathology Nurse,Medical treatment devices,,31046
NEC category occupation,254499,N03,Pathology Nurse,Patient management systems and electronic health records,,31052
NEC category occupation,254499,N03,Pathology Nurse,Project management software,,31056
NEC category occupation,254499,N04,Radiology Nurse,Business intelligence and decision support software,,31010
NEC category occupation,254499,N04,Radiology Nurse,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N04,Radiology Nurse,Medical treatment devices,,31046
NEC category occupation,254499,N04,Radiology Nurse,Patient management systems and electronic health records,,31052
NEC category occupation,254499,N04,Radiology Nurse,Project management software,,31056
NEC category occupation,254499,N05,Red Cross Blood Service Nurse,Business intelligence and decision support software,,31010
NEC category occupation,254499,N05,Red Cross Blood Service Nurse,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N05,Red Cross Blood Service Nurse,Medical treatment devices,,31046
NEC category occupation,254499,N05,Red Cross Blood Service Nurse,Patient management systems and electronic health records,,31052
NEC category occupation,254499,N05,Red Cross Blood Service Nurse,Project management software,,31056
NEC category occupation,254499,N06,Registered Nurse (Infection Control),Business intelligence and decision support software,,31010
NEC category occupation,254499,N06,Registered Nurse (Infection Control),"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N06,Registered Nurse (Infection Control),Medical treatment devices,,31046
NEC category occupation,254499,N06,Registered Nurse (Infection Control),Patient management systems and electronic health records,,31052
NEC category occupation,254499,N06,Registered Nurse (Infection Control),Project management software,,31056
NEC category occupation,254499,N07,Remote Area Nurse,Business intelligence and decision support software,,31010
NEC category occupation,254499,N07,Remote Area Nurse,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,254499,N07,Remote Area Nurse,Medical treatment devices,,31046
NEC category occupation,254499,N07,Remote Area Nurse,Patient management systems and electronic health records,,31052
NEC category occupation,254499,N07,Remote Area Nurse,Project management software,,31056
NEC category occupation,271299,N01,Family Court Registrar,Business intelligence and decision support software,,31010
NEC category occupation,271299,N01,Family Court Registrar,Document management and code versioning software,,31020
NEC category occupation,271299,N01,Family Court Registrar,Enterprise resource planning ERP software,,31025
NEC category occupation,271299,N01,Family Court Registrar,Instant messaging software,,31038
NEC category occupation,271299,N01,Family Court Registrar,Sound and audio hardware,,31065
NEC category occupation,271299,N02,Family Law Mediator,Business intelligence and decision support software,,31010
NEC category occupation,271299,N02,Family Law Mediator,Customer relationship management CRM software,,31015
NEC category occupation,271299,N02,Family Law Mediator,Enterprise resource planning ERP software,,31025
NEC category occupation,271299,N02,Family Law Mediator,Project management software,,31056
NEC category occupation,271299,N03,Judicial Registrar,Business intelligence and decision support software,,31010
NEC category occupation,271299,N03,Judicial Registrar,Document management and code versioning software,,31020
NEC category occupation,271299,N03,Judicial Registrar,Enterprise resource planning ERP software,,31025
NEC category occupation,271299,N03,Judicial Registrar,Instant messaging software,,31038
NEC category occupation,271299,N03,Judicial Registrar,Sound and audio hardware,,31065
NEC category occupation,271299,N04,Legal Officer,Business intelligence and decision support software,,31010
NEC category occupation,271299,N04,Legal Officer,Document management and code versioning software,,31020
NEC category occupation,271299,N04,Legal Officer,Project management software,,31056
NEC category occupation,271299,N04,Legal Officer,Software development and programming languages,,31064
NEC category occupation,271299,N04,Legal Officer,Statistical and data analysis software,,31066
NEC category occupation,271299,N05,Legal Researcher,Business intelligence and decision support software,,31010
NEC category occupation,271299,N05,Legal Researcher,Document management and code versioning software,,31020
NEC category occupation,271299,N05,Legal Researcher,Project management software,,31056
NEC category occupation,271299,N05,Legal Researcher,Software development and programming languages,,31064
NEC category occupation,271299,N05,Legal Researcher,Statistical and data analysis software,,31066
NEC category occupation,271299,N06,Parliamentary Counsel,Accounting software,,31001
NEC category occupation,271299,N06,Parliamentary Counsel,Business intelligence and decision support software,,31010
NEC category occupation,271299,N06,Parliamentary Counsel,Content workflow software,,31013
NEC category occupation,271299,N06,Parliamentary Counsel,Document management and code versioning software,,31020
NEC category occupation,271299,N06,Parliamentary Counsel,Enterprise resource planning ERP software,,31025
NEC category occupation,271299,N06,Parliamentary Counsel,File storage technologies,,31028
NEC category occupation,271299,N06,Parliamentary Counsel,Instant messaging software,,31038
NEC category occupation,271299,N06,Parliamentary Counsel,Payroll and time accounting software,,31053
NEC category occupation,271299,N06,Parliamentary Counsel,Project management software,,31056
NEC category occupation,271299,N06,Parliamentary Counsel,Statistical and data analysis software,,31066
NEC category occupation,272199,N01,Gambling Counsellor,Audio/video conferencing software,,31005
NEC category occupation,272199,N01,Gambling Counsellor,Business intelligence and decision support software,,31010
NEC category occupation,272199,N01,Gambling Counsellor,Patient management systems and electronic health records,,31052
NEC category occupation,272199,N01,Gambling Counsellor,Project management software,,31056
NEC category occupation,272199,N01,Gambling Counsellor,Statistical and data analysis software,,31066
NEC category occupation,272199,N02,Grief Counsellor,Audio/video conferencing software,,31005
NEC category occupation,272199,N02,Grief Counsellor,Business intelligence and decision support software,,31010
NEC category occupation,272199,N02,Grief Counsellor,Enterprise resource planning ERP software,,31025
NEC category occupation,272199,N02,Grief Counsellor,Patient management systems and electronic health records,,31052
NEC category occupation,272199,N02,Grief Counsellor,Project management software,,31056
NEC category occupation,272199,N02,Grief Counsellor,Statistical and data analysis software,,31066
NEC category occupation,272199,N03,Sexual Assault Counsellor / Sexual Abuse Counsellor,Audio/video conferencing software,,31005
NEC category occupation,272199,N03,Sexual Assault Counsellor / Sexual Abuse Counsellor,Business intelligence and decision support software,,31010
NEC category occupation,272199,N03,Sexual Assault Counsellor / Sexual Abuse Counsellor,Enterprise resource planning ERP software,,31025
NEC category occupation,272199,N03,Sexual Assault Counsellor / Sexual Abuse Counsellor,Patient management systems and electronic health records,,31052
NEC category occupation,272199,N03,Sexual Assault Counsellor / Sexual Abuse Counsellor,Project management software,,31056
NEC category occupation,272199,N03,Sexual Assault Counsellor / Sexual Abuse Counsellor,Statistical and data analysis software,,31066
NEC category occupation,272199,N04,Trauma Counsellor,Audio/video conferencing software,,31005
NEC category occupation,272199,N04,Trauma Counsellor,Business intelligence and decision support software,,31010
NEC category occupation,272199,N04,Trauma Counsellor,Enterprise resource planning ERP software,,31025
NEC category occupation,272199,N04,Trauma Counsellor,Patient management systems and electronic health records,,31052
NEC category occupation,272199,N04,Trauma Counsellor,Project management software,,31056
NEC category occupation,272199,N04,Trauma Counsellor,Statistical and data analysis software,,31066
NEC category occupation,272399,N01,Counselling Psychologist,Accounting software,,31001
NEC category occupation,272399,N01,Counselling Psychologist,File storage technologies,,31028
NEC category occupation,272399,N01,Counselling Psychologist,Patient management systems and electronic health records,,31052
NEC category occupation,272399,N01,Counselling Psychologist,Statistical and data analysis software,,31066
NEC category occupation,272399,N02,Sport Psychologist,Document management and code versioning software,,31020
NEC category occupation,272399,N02,Sport Psychologist,E-learning software,,31022
NEC category occupation,272399,N02,Sport Psychologist,Enterprise resource planning ERP software,,31025
NEC category occupation,272399,N02,Sport Psychologist,File storage technologies,,31028
NEC category occupation,272399,N02,Sport Psychologist,Graphics or photo imaging software,,31033
NEC category occupation,272399,N02,Sport Psychologist,Human resources software,,31035
NEC category occupation,272399,N02,Sport Psychologist,Patient management systems and electronic health records,,31052
NEC category occupation,272399,N02,Sport Psychologist,Project management software,,31056
NEC category occupation,272399,N02,Sport Psychologist,Software development and programming languages,,31064
NEC category occupation,272399,N02,Sport Psychologist,Statistical and data analysis software,,31066
NEC category occupation,272499,N01,Anthropologist,Business intelligence and decision support software,,31010
NEC category occupation,272499,N01,Anthropologist,Document management and code versioning software,,31020
NEC category occupation,272499,N01,Anthropologist,GPS and navigation technologies,,31032
NEC category occupation,272499,N01,Anthropologist,Graphics or photo imaging software,,31033
NEC category occupation,272499,N01,Anthropologist,Mapping software,,31041
NEC category occupation,272499,N01,Anthropologist,Project management software,,31056
NEC category occupation,272499,N01,Anthropologist,Scientific instruments,,31062
NEC category occupation,272499,N01,Anthropologist,Software development and programming languages,,31064
NEC category occupation,272499,N01,Anthropologist,Sound and audio hardware,,31065
NEC category occupation,272499,N01,Anthropologist,Statistical and data analysis software,,31066
NEC category occupation,272499,N01,Anthropologist,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,272499,N01,Anthropologist,Video creation and editing software,,31068
NEC category occupation,272499,N01,Anthropologist,Voice recognition and response software,,31069
NEC category occupation,272499,N01,Anthropologist,Web page creation and editing software,,31070
NEC category occupation,272499,N02,Criminologist,Business intelligence and decision support software,,31010
NEC category occupation,272499,N02,Criminologist,Database management software,,31017
NEC category occupation,272499,N02,Criminologist,Enterprise resource planning ERP software,,31025
NEC category occupation,272499,N02,Criminologist,Enterprise system management software,,31026
NEC category occupation,272499,N02,Criminologist,File storage technologies,,31028
NEC category occupation,272499,N02,Criminologist,Geographic information systems (GIS),,31031
NEC category occupation,272499,N02,Criminologist,Graphics or photo imaging software,,31033
NEC category occupation,272499,N02,Criminologist,Mapping software,,31041
NEC category occupation,272499,N02,Criminologist,Network monitoring software,,31048
NEC category occupation,272499,N02,Criminologist,Network security and virtual private network VPN software,,31049
NEC category occupation,272499,N02,Criminologist,Project management software,,31056
NEC category occupation,272499,N02,Criminologist,Software development and programming languages,,31064
NEC category occupation,272499,N02,Criminologist,Statistical and data analysis software,,31066
NEC category occupation,272499,N02,Criminologist,Web page creation and editing software,,31070
NEC category occupation,272499,N03,Geographer,Business intelligence and decision support software,,31010
NEC category occupation,272499,N03,Geographer,Geographic information systems (GIS),,31031
NEC category occupation,272499,N03,Geographer,GPS and navigation technologies,,31032
NEC category occupation,272499,N03,Geographer,Graphics or photo imaging software,,31033
NEC category occupation,272499,N03,Geographer,Mapping software,,31041
NEC category occupation,272499,N03,Geographer,Statistical and data analysis software,,31066
NEC category occupation,272499,N03,Geographer,Web page creation and editing software,,31070
NEC category occupation,272499,N04,Heritage Consultant,Business intelligence and decision support software,,31010
NEC category occupation,272499,N04,Heritage Consultant,Document management and code versioning software,,31020
NEC category occupation,272499,N04,Heritage Consultant,Enterprise application integration software,,31024
NEC category occupation,272499,N04,Heritage Consultant,Geographic information systems (GIS),,31031
NEC category occupation,272499,N04,Heritage Consultant,Graphics or photo imaging software,,31033
NEC category occupation,272499,N04,Heritage Consultant,Mapping software,,31041
NEC category occupation,272499,N04,Heritage Consultant,Software development and programming languages,,31064
NEC category occupation,272499,N04,Heritage Consultant,Video creation and editing software,,31068
NEC category occupation,272499,N05,Linguist,Business intelligence and decision support software,,31010
NEC category occupation,272499,N05,Linguist,Document management and code versioning software,,31020
NEC category occupation,272499,N05,Linguist,E-learning software,,31022
NEC category occupation,272499,N05,Linguist,File storage technologies,,31028
NEC category occupation,272499,N05,Linguist,Graphics or photo imaging software,,31033
NEC category occupation,272499,N05,Linguist,Music or sound editing software,,31047
NEC category occupation,272499,N05,Linguist,Optical character reader (OCR) or scanning software,,31051
NEC category occupation,272499,N05,Linguist,Sound and audio hardware,,31065
NEC category occupation,272499,N05,Linguist,Video creation and editing software,,31068
NEC category occupation,272499,N06,Parole Board Member,Business intelligence and decision support software,,31010
NEC category occupation,272499,N06,Parole Board Member,Customer relationship management CRM software,,31015
NEC category occupation,272499,N06,Parole Board Member,GPS and navigation technologies,,31032
NEC category occupation,272499,N06,Parole Board Member,Mapping software,,31041
NEC category occupation,272499,N06,Parole Board Member,Project management software,,31056
NEC category occupation,272499,N06,Parole Board Member,Voice recognition and response software,,31069
NEC category occupation,272499,N06,Parole Board Member,Web page creation and editing software,,31070
NEC category occupation,272499,N07,Political Scientist,Business intelligence and decision support software,,31010
NEC category occupation,272499,N07,Political Scientist,Database management software,,31017
NEC category occupation,272499,N07,Political Scientist,Document management and code versioning software,,31020
NEC category occupation,272499,N07,Political Scientist,Enterprise resource planning ERP software,,31025
NEC category occupation,272499,N07,Political Scientist,Graphics or photo imaging software,,31033
NEC category occupation,272499,N07,Political Scientist,Project management software,,31056
NEC category occupation,272499,N07,Political Scientist,Software development and programming languages,,31064
NEC category occupation,272499,N07,Political Scientist,Statistical and data analysis software,,31066
NEC category occupation,272499,N08,Sociologist,Accounting software,,31001
NEC category occupation,272499,N08,Sociologist,Business intelligence and decision support software,,31010
NEC category occupation,272499,N08,Sociologist,Customer relationship management CRM software,,31015
NEC category occupation,272499,N08,Sociologist,Document management and code versioning software,,31020
NEC category occupation,272499,N08,Sociologist,Enterprise resource planning ERP software,,31025
NEC category occupation,272499,N08,Sociologist,Geographic information systems (GIS),,31031
NEC category occupation,272499,N08,Sociologist,Graphics or photo imaging software,,31033
NEC category occupation,272499,N08,Sociologist,Mapping software,,31041
NEC category occupation,272499,N08,Sociologist,Project management software,,31056
NEC category occupation,272499,N08,Sociologist,Software development and programming languages,,31064
NEC category occupation,272499,N08,Sociologist,Statistical and data analysis software,,31066
NEC category occupation,272499,N08,Sociologist,Web page creation and editing software,,31070
NEC category occupation,272499,N09,Transport Analyst,Business intelligence and decision support software,,31010
NEC category occupation,272499,N09,Transport Analyst,Document management and code versioning software,,31020
NEC category occupation,272499,N09,Transport Analyst,Enterprise resource planning ERP software,,31025
NEC category occupation,272499,N09,Transport Analyst,Geographic information systems (GIS),,31031
NEC category occupation,272499,N09,Transport Analyst,Graphics or photo imaging software,,31033
NEC category occupation,272499,N09,Transport Analyst,Industrial control and automation software,,31036
NEC category occupation,272499,N09,Transport Analyst,Mapping software,,31041
NEC category occupation,272499,N09,Transport Analyst,Project management software,,31056
NEC category occupation,272499,N09,Transport Analyst,Software development and programming languages,,31064
NEC category occupation,272499,N09,Transport Analyst,Statistical and data analysis software,,31066
NEC category occupation,272499,N09,Transport Analyst,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,311299,N01,Audiometrist,Customer relationship management CRM software,,31015
NEC category occupation,311299,N01,Audiometrist,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,311299,N01,Audiometrist,Patient management systems and electronic health records,,31052
NEC category occupation,311299,N02,Dialysis Technician,Business intelligence and decision support software,,31010
NEC category occupation,311299,N02,Dialysis Technician,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,311299,N02,Dialysis Technician,Medical image archival and storage systems,,31044
NEC category occupation,311299,N02,Dialysis Technician,Medical imaging apparatus,,31045
NEC category occupation,311299,N02,Dialysis Technician,Patient management systems and electronic health records,,31052
NEC category occupation,311299,N03,Electroencephalographic Technician,Business intelligence and decision support software,,31010
NEC category occupation,311299,N03,Electroencephalographic Technician,Patient management systems and electronic health records,,31052
NEC category occupation,311299,N04,Mortuary Technician,Business intelligence and decision support software,,31010
NEC category occupation,311299,N04,Mortuary Technician,Project management software,,31056
NEC category occupation,311299,N05,Ophthalmic Technician,Enterprise resource planning ERP software,,31025
NEC category occupation,311299,N05,Ophthalmic Technician,Patient management systems and electronic health records,,31052
NEC category occupation,311299,N05,Ophthalmic Technician,Software development and programming languages,,31064
NEC category occupation,311299,N05,Ophthalmic Technician,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,311299,N06,Orthotic and Prosthetic Technician,Accounting software,,31001
NEC category occupation,311299,N06,Orthotic and Prosthetic Technician,Business intelligence and decision support software,,31010
NEC category occupation,311299,N06,Orthotic and Prosthetic Technician,Graphics or photo imaging software,,31033
NEC category occupation,311299,N06,Orthotic and Prosthetic Technician,Patient management systems and electronic health records,,31052
NEC category occupation,311299,N06,Orthotic and Prosthetic Technician,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,311299,N07,Perfusionist,Business intelligence and decision support software,,31010
NEC category occupation,311299,N07,Perfusionist,Inventory management software,,31039
NEC category occupation,311299,N07,Perfusionist,"Medical examination, measurement, and monitoring devices",,31043
NEC category occupation,311299,N07,Perfusionist,Medical image archival and storage systems,,31044
NEC category occupation,311299,N07,Perfusionist,Patient management systems and electronic health records,,31052
NEC category occupation,311299,N07,Perfusionist,Software development and programming languages,,31064
NEC category occupation,311299,N08,Renal Technician,Graphics or photo imaging software,,31033
NEC category occupation,311299,N08,Renal Technician,Patient management systems and electronic health records,,31052
NEC category occupation,311499,N01,Calibration Technician,Business intelligence and decision support software,,31010
NEC category occupation,311499,N01,Calibration Technician,Project management software,,31056
NEC category occupation,311499,N01,Calibration Technician,Software development and programming languages,,31064
NEC category occupation,311499,N01,Calibration Technician,Statistical and data analysis software,,31066
NEC category occupation,311499,N01,Calibration Technician,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,311499,N02,Drug and Alcohol Tester,Business intelligence and decision support software,,31010
NEC category occupation,311499,N02,Drug and Alcohol Tester,Database management software,,31017
NEC category occupation,311499,N02,Drug and Alcohol Tester,Graphics or photo imaging software,,31033
NEC category occupation,311499,N02,Drug and Alcohol Tester,Instant messaging software,,31038
NEC category occupation,311499,N02,Drug and Alcohol Tester,Optical character reader (OCR) or scanning software,,31051
NEC category occupation,311499,N02,Drug and Alcohol Tester,Patient management systems and electronic health records,,31052
NEC category occupation,311499,N02,Drug and Alcohol Tester,Statistical and data analysis software,,31066
NEC category occupation,311499,N03,Fibre Technologist,Business intelligence and decision support software,,31010
NEC category occupation,311499,N03,Fibre Technologist,Industrial control and automation software,,31036
NEC category occupation,311499,N03,Fibre Technologist,Instant messaging software,,31038
NEC category occupation,311499,N03,Fibre Technologist,Software development and programming languages,,31064
NEC category occupation,311499,N03,Fibre Technologist,Statistical and data analysis software,,31066
NEC category occupation,311499,N04,Fingerprint Expert,Business intelligence and decision support software,,31010
NEC category occupation,311499,N04,Fingerprint Expert,Graphics or photo imaging software,,31033
NEC category occupation,311499,N05,Textile Technical Officer,Enterprise resource planning ERP software,,31025
NEC category occupation,311499,N05,Textile Technical Officer,Industrial control and automation software,,31036
NEC category occupation,311499,N05,Textile Technical Officer,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,312199,N01,Energy Assessor,Business intelligence and decision support software,,31010
NEC category occupation,312199,N01,Energy Assessor,Customer relationship management CRM software,,31015
NEC category occupation,312199,N01,Energy Assessor,Electrical and electronic systems measurement instruments,,31023
NEC category occupation,312199,N01,Energy Assessor,Enterprise resource planning ERP software,,31025
NEC category occupation,312199,N01,Energy Assessor,Graphics or photo imaging software,,31033
NEC category occupation,312199,N01,Energy Assessor,Mapping software,,31041
NEC category occupation,312199,N01,Energy Assessor,Project management software,,31056
NEC category occupation,312199,N01,Energy Assessor,Scientific instruments,,31062
NEC category occupation,312199,N01,Energy Assessor,Software development and programming languages,,31064
NEC category occupation,312199,N01,Energy Assessor,Statistical and data analysis software,,31066
NEC category occupation,312199,N01,Energy Assessor,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,312199,N02,Roof Truss Detailer,Business intelligence and decision support software,,31010
NEC category occupation,312199,N02,Roof Truss Detailer,Project management software,,31056
NEC category occupation,312199,N02,Roof Truss Detailer,Statistical and data analysis software,,31066
NEC category occupation,312199,N02,Roof Truss Detailer,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,312199,N03,Structural Steel Detailer,Business intelligence and decision support software,,31010
NEC category occupation,312199,N03,Structural Steel Detailer,Enterprise resource planning ERP software,,31025
NEC category occupation,312199,N03,Structural Steel Detailer,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,312999,N01,Automation Technician,Application and load testing software,,31003
NEC category occupation,312999,N01,Automation Technician,Business intelligence and decision support software,,31010
NEC category occupation,312999,N01,Automation Technician,Computer aided manufacturing (CAM),,31011
NEC category occupation,312999,N01,Automation Technician,Enterprise resource planning ERP software,,31025
NEC category occupation,312999,N01,Automation Technician,Facilities management software,,31027
NEC category occupation,312999,N01,Automation Technician,Graphics or photo imaging software,,31033
NEC category occupation,312999,N01,Automation Technician,Industrial control and automation software,,31036
NEC category occupation,312999,N01,Automation Technician,Project management software,,31056
NEC category occupation,312999,N01,Automation Technician,Software development and programming languages,,31064
NEC category occupation,312999,N01,Automation Technician,Statistical and data analysis software,,31066
NEC category occupation,312999,N01,Automation Technician,Technical design and modelling software (2D and 3D),,31067
NEC category occupation,312999,N02,Biomedical Technician,Application and load testing software,,31003
